Id,DateOfPrice,Value
id_4,05/06/2025 00:00:00,20.71
id_0,05/07/2025 00:00:00,21.7
id_1,05/07/2025 00:00:00,13.4
id_2,05/07/2025 00:00:00,22.05
id_3,05/07/2025 00:00:00,17.27
id_4,05/07/2025 00:00:00,20.86
id_0,05/08/2025 00:00:00,21.74
id_1,05/08/2025 00:00:00,13.44
id_2,05/08/2025 00:00:00,21.91
id_3,05/08/2025 00:00:00,17.26
id_4,05/08/2025 00:00:00,20.56
id_0,05/09/2025 00:00:00,21.9
id_1,05/09/2025 00:00:00,13.61
id_2,05/09/2025 00:00:00,21.02
id_3,05/09/2025 00:00:00,17.49
id_4,05/09/2025 00:00:00,20.56
id_0,05/12/2025 00:00:00,21.55
id_1,05/12/2025 00:00:00,13.56
id_2,05/12/2025 00:00:00,20.91
id_3,05/12/2025 00:00:00,17.64
id_4,05/12/2025 00:00:00,20.28
id_0,05/13/2025 00:00:00,21.9
id_1,05/13/2025 00:00:00,13.76
id_2,05/13/2025 00:00:00,20.93
id_3,05/13/2025 00:00:00,17.61
id_4,05/13/2025 00:00:00,19.97
id_0,05/14/2025 00:00:00,22.42
id_1,05/14/2025 00:00:00,13.81
id_2,05/14/2025 00:00:00,20.23
id_3,05/14/2025 00:00:00,17.6
id_4,05/14/2025 00:00:00,20.07
id_0,05/15/2025 00:00:00,22.38
id_1,05/15/2025 00:00:00,14.02
id_2,05/15/2025 00:00:00,20.75
id_3,05/15/2025 00:00:00,16.95
id_4,05/15/2025 00:00:00,20.33
id_0,05/16/2025 00:00:00,21.9
id_1,05/16/2025 00:00:00,14.01
id_2,05/16/2025 00:00:00,20.71
id_3,05/16/2025 00:00:00,16.55
id_4,05/16/2025 00:00:00,20.9
id_0,05/19/2025 00:00:00,21.94
id_1,05/19/2025 00:00:00,14.17
id_2,05/19/2025 00:00:00,20.62
id_3,05/19/2025 00:00:00,16.95
id_4,05/19/2025 00:00:00,20.54
id_0,05/20/2025 00:00:00,21.8
id_1,05/20/2025 00:00:00,14.13
id_2,05/20/2025 00:00:00,20.93
id_3,05/20/2025 00:00:00,17.68
id_4,05/20/2025 00:00:00,19.99
id_0,05/21/2025 00:00:00,21.57
id_1,05/21/2025 00:00:00,14.08
id_2,05/21/2025 00:00:00,20.14
id_3,05/21/2025 00:00:00,17.52
id_4,05/21/2025 00:00:00,19.82
id_0,05/22/2025 00:00:00,21.18
id_1,05/22/2025 00:00:00,13.98
id_2,05/22/2025 00:00:00,20.75
id_3,05/22/2025 00:00:00,17.82
id_4,05/22/2025 00:00:00,19.6
id_0,05/23/2025 00:00:00,21.16
id_1,05/23/2025 00:00:00,14
id_2,05/23/2025 00:00:00,20.75
id_3,05/23/2025 00:00:00,18.35
id_4,05/23/2025 00:00:00,19.46
id_0,05/26/2025 00:00:00,21.22
id_1,05/26/2025 00:00:00,14.15
id_2,05/26/2025 00:00:00,19.86
id_3,05/26/2025 00:00:00,18.49
id_4,05/26/2025 00:00:00,19.3
id_0,05/27/2025 00:00:00,21.1
id_1,05/27/2025 00:00:00,14.1
id_2,05/27/2025 00:00:00,20.33
id_3,05/27/2025 00:00:00,18.46
id_4,05/27/2025 00:00:00,19.08
id_0,05/28/2025 00:00:00,20.46
id_1,05/28/2025 00:00:00,14.58
id_2,05/28/2025 00:00:00,20.44
id_3,05/28/2025 00:00:00,18.68
id_4,05/28/2025 00:00:00,19.07
id_0,05/29/2025 00:00:00,20.2
id_1,05/29/2025 00:00:00,14.38
id_2,05/29/2025 00:00:00,19.57
id_3,05/29/2025 00:00:00,19.41
id_4,05/29/2025 00:00:00,19.6
id_0,05/30/2025 00:00:00,20.04
id_1,05/30/2025 00:00:00,14.33
id_2,05/30/2025 00:00:00,19.74
id_3,05/30/2025 00:00:00,19.89
id_4,05/30/2025 00:00:00,20.21
id_0,06/02/2025 00:00:00,20.11
id_1,06/02/2025 00:00:00,14.46
id_2,06/02/2025 00:00:00,19.75
id_3,06/02/2025 00:00:00,19.62
id_4,06/02/2025 00:00:00,19.6
id_0,06/03/2025 00:00:00,19.93
id_1,06/03/2025 00:00:00,14.44
id_2,06/03/2025 00:00:00,19.14
id_3,06/03/2025 00:00:00,19.52
id_4,06/03/2025 00:00:00,20.17
id_0,06/04/2025 00:00:00,19.97
id_1,06/04/2025 00:00:00,14.48
id_2,06/04/2025 00:00:00,19.3
id_3,06/04/2025 00:00:00,19.28
id_4,06/04/2025 00:00:00,20.2
id_0,06/05/2025 00:00:00,19.28
id_1,06/05/2025 00:00:00,14.56
id_2,06/05/2025 00:00:00,19.32
id_3,06/05/2025 00:00:00,19.02
id_4,06/05/2025 00:00:00,20.97
id_0,06/06/2025 00:00:00,19.45
id_1,06/06/2025 00:00:00,14.45
id_2,06/06/2025 00:00:00,20.55
id_3,06/06/2025 00:00:00,19.45
id_4,06/06/2025 00:00:00,20.45
id_0,06/09/2025 00:00:00,19.69
id_1,06/09/2025 00:00:00,14.55
id_2,06/09/2025 00:00:00,20.29
id_3,06/09/2025 00:00:00,19.93
id_4,06/09/2025 00:00:00,19.84
id_0,06/10/2025 00:00:00,19.34
id_1,06/10/2025 00:00:00,14.26
id_2,06/10/2025 00:00:00,20.9
id_3,06/10/2025 00:00:00,20.06
id_4,06/10/2025 00:00:00,19.38
id_0,06/11/2025 00:00:00,19.39
id_1,06/11/2025 00:00:00,14.39
id_2,06/11/2025 00:00:00,21.75
id_3,06/11/2025 00:00:00,19.51
id_4,06/11/2025 00:00:00,19.37
id_0,06/12/2025 00:00:00,19.04
id_1,06/12/2025 00:00:00,14.58
id_2,06/12/2025 00:00:00,21.61
id_3,06/12/2025 00:00:00,19.04
id_4,06/12/2025 00:00:00,19.56
id_0,06/13/2025 00:00:00,18.93
id_1,06/13/2025 00:00:00,14.75
id_2,06/13/2025 00:00:00,22.4
id_3,06/13/2025 00:00:00,18.46
id_4,06/13/2025 00:00:00,19.01
id_0,06/16/2025 00:00:00,19.2
id_1,06/16/2025 00:00:00,14.5
id_2,06/16/2025 00:00:00,23.67
id_3,06/16/2025 00:00:00,18.29
id_4,06/16/2025 00:00:00,18.91
id_0,06/17/2025 00:00:00,18.84
id_1,06/17/2025 00:00:00,14.73
id_2,06/17/2025 00:00:00,24.44
id_3,06/17/2025 00:00:00,18.41
id_4,06/17/2025 00:00:00,19.27
id_0,06/18/2025 00:00:00,19.14
id_1,06/18/2025 00:00:00,14.53
id_2,06/18/2025 00:00:00,25.17
id_3,06/18/2025 00:00:00,18.01
id_4,06/18/2025 00:00:00,19.44
id_0,06/19/2025 00:00:00,19.12
id_1,06/19/2025 00:00:00,14.45
id_2,06/19/2025 00:00:00,25.28
id_3,06/19/2025 00:00:00,17.9
id_4,06/19/2025 00:00:00,19.14
id_0,06/20/2025 00:00:00,19.77
id_1,06/20/2025 00:00:00,14.66
id_2,06/20/2025 00:00:00,25.17
id_3,06/20/2025 00:00:00,18.49
id_4,06/20/2025 00:00:00,18.76
id_0,06/23/2025 00:00:00,19.45
id_1,06/23/2025 00:00:00,15.02
id_2,06/23/2025 00:00:00,26.76
id_3,06/23/2025 00:00:00,18.44
id_4,06/23/2025 00:00:00,18.33
id_0,06/24/2025 00:00:00,19.44
id_1,06/24/2025 00:00:00,15.11
id_2,06/24/2025 00:00:00,26.8
id_3,06/24/2025 00:00:00,18.08
id_4,06/24/2025 00:00:00,18.68
id_0,06/25/2025 00:00:00,19.77
id_1,06/25/2025 00:00:00,15.42
id_2,06/25/2025 00:00:00,26.56
id_3,06/25/2025 00:00:00,18.03
id_4,06/25/2025 00:00:00,18.84
id_0,06/26/2025 00:00:00,20.01
id_1,06/26/2025 00:00:00,15.74
id_2,06/26/2025 00:00:00,26.32
id_3,06/26/2025 00:00:00,18.2
id_4,06/26/2025 00:00:00,18.42
id_0,06/27/2025 00:00:00,20.18
id_1,06/27/2025 00:00:00,15.84
id_2,06/27/2025 00:00:00,26.47
id_3,06/27/2025 00:00:00,17.64
id_4,06/27/2025 00:00:00,18.12
id_0,06/30/2025 00:00:00,20.13
id_1,06/30/2025 00:00:00,15.76
id_2,06/30/2025 00:00:00,27.22
id_3,06/30/2025 00:00:00,17.21
id_4,06/30/2025 00:00:00,18.19
id_0,07/01/2025 00:00:00,20.53
id_1,07/01/2025 00:00:00,15.85
id_2,07/01/2025 00:00:00,27.6
id_3,07/01/2025 00:00:00,18.13
id_4,07/01/2025 00:00:00,17.97
id_0,07/02/2025 00:00:00,20.38
id_1,07/02/2025 00:00:00,15.83
id_2,07/02/2025 00:00:00,26.8
id_3,07/02/2025 00:00:00,18.2
id_4,07/02/2025 00:00:00,18.21
id_0,07/03/2025 00:00:00,20.28
id_1,07/03/2025 00:00:00,15.8
id_2,07/03/2025 00:00:00,25.77
id_3,07/03/2025 00:00:00,17.92
id_4,07/03/2025 00:00:00,18.28
id_0,07/04/2025 00:00:00,19.93
id_1,07/04/2025 00:00:00,15.78
id_2,07/04/2025 00:00:00,27.97
id_3,07/04/2025 00:00:00,18.51
id_4,07/04/2025 00:00:00,18.58
id_0,07/07/2025 00:00:00,19.51
id_1,07/07/2025 00:00:00,15.9
id_2,07/07/2025 00:00:00,28.53
id_3,07/07/2025 00:00:00,17.83
id_4,07/07/2025 00:00:00,17.97
id_0,07/08/2025 00:00:00,19.55
id_1,07/08/2025 00:00:00,15.96
id_2,07/08/2025 00:00:00,27.92
id_3,07/08/2025 00:00:00,17.95
id_4,07/08/2025 00:00:00,17.82
id_0,07/09/2025 00:00:00,19.75
id_1,07/09/2025 00:00:00,15.96
id_2,07/09/2025 00:00:00,27.81
id_3,07/09/2025 00:00:00,18.82
id_4,07/09/2025 00:00:00,17.33
id_0,07/10/2025 00:00:00,19.8
id_1,07/10/2025 00:00:00,15.64
id_2,07/10/2025 00:00:00,27.48
id_3,07/10/2025 00:00:00,18.71
id_4,07/10/2025 00:00:00,17.19
id_0,07/11/2025 00:00:00,20.1
id_1,07/11/2025 00:00:00,15.72
id_2,07/11/2025 00:00:00,28.78
id_3,07/11/2025 00:00:00,18.68
id_4,07/11/2025 00:00:00,16.91
id_0,07/14/2025 00:00:00,20.74
