Id,DateOfPrice,Value
id_1,03/12/2025 00:00:00,14.99
id_2,03/12/2025 00:00:00,14.19
id_0,03/13/2025 00:00:00,15.65
id_1,03/13/2025 00:00:00,14.97
id_2,03/13/2025 00:00:00,14.14
id_0,03/14/2025 00:00:00,15.62
id_1,03/14/2025 00:00:00,14.92
id_2,03/14/2025 00:00:00,14.1
id_0,03/17/2025 00:00:00,15.74
id_1,03/17/2025 00:00:00,14.77
id_2,03/17/2025 00:00:00,14.31
id_0,03/18/2025 00:00:00,15.79
id_1,03/18/2025 00:00:00,14.98
id_2,03/18/2025 00:00:00,14.48
id_0,03/19/2025 00:00:00,16.12
id_1,03/19/2025 00:00:00,14.67
id_2,03/19/2025 00:00:00,14.4
id_0,03/20/2025 00:00:00,15.89
id_1,03/20/2025 00:00:00,14.85
id_2,03/20/2025 00:00:00,14.54
id_0,03/21/2025 00:00:00,15.92
id_1,03/21/2025 00:00:00,14.64
id_2,03/21/2025 00:00:00,14.16
id_0,03/24/2025 00:00:00,15.77
id_1,03/24/2025 00:00:00,14.52
id_2,03/24/2025 00:00:00,14.51
id_0,03/25/2025 00:00:00,15.92
id_1,03/25/2025 00:00:00,14.66
id_2,03/25/2025 00:00:00,14.4
id_0,03/26/2025 00:00:00,16.13
id_1,03/26/2025 00:00:00,14.73
id_2,03/26/2025 00:00:00,14.36
id_0,03/27/2025 00:00:00,16.41
id_1,03/27/2025 00:00:00,14.69
id_2,03/27/2025 00:00:00,14.4
id_0,03/28/2025 00:00:00,16.14
id_1,03/28/2025 00:00:00,14.59
id_2,03/28/2025 00:00:00,14.64
id_0,03/31/2025 00:00:00,15.65
id_1,03/31/2025 00:00:00,14.7
id_2,03/31/2025 00:00:00,14.44
id_0,04/01/2025 00:00:00,15.3
id_1,04/01/2025 00:00:00,14.42
id_2,04/01/2025 00:00:00,14.48
id_0,04/02/2025 00:00:00,15.29
id_1,04/02/2025 00:00:00,14.43
id_2,04/02/2025 00:00:00,14.73
id_0,04/03/2025 00:00:00,15.24
id_1,04/03/2025 00:00:00,14.46
id_2,04/03/2025 00:00:00,14.62
id_0,04/04/2025 00:00:00,15.08
id_1,04/04/2025 00:00:00,14.68
id_2,04/04/2025 00:00:00,14.75
id_0,04/07/2025 00:00:00,14.59
id_1,04/07/2025 00:00:00,14.75
id_2,04/07/2025 00:00:00,14.78
id_0,04/08/2025 00:00:00,14.37
id_1,04/08/2025 00:00:00,14.97
id_2,04/08/2025 00:00:00,15.21
id_0,04/09/2025 00:00:00,13.96
id_1,04/09/2025 00:00:00,15.03
id_2,04/09/2025 00:00:00,15.12
id_0,04/10/2025 00:00:00,13.64
id_1,04/10/2025 00:00:00,15.06
id_2,04/10/2025 00:00:00,15.45
id_0,04/11/2025 00:00:00,13.31
id_1,04/11/2025 00:00:00,14.93
id_2,04/11/2025 00:00:00,15.77
id_0,04/14/2025 00:00:00,13.32
id_1,04/14/2025 00:00:00,14.98
id_2,04/14/2025 00:00:00,16.08
id_0,04/15/2025 00:00:00,13.11
id_1,04/15/2025 00:00:00,14.96
id_2,04/15/2025 00:00:00,16.16
id_0,04/16/2025 00:00:00,13.11
id_1,04/16/2025 00:00:00,14.91
id_2,04/16/2025 00:00:00,15.98
id_0,04/17/2025 00:00:00,12.99
id_1,04/17/2025 00:00:00,15.04
id_2,04/17/2025 00:00:00,15.6
id_0,04/22/2025 00:00:00,12.92
id_1,04/22/2025 00:00:00,15.25
id_2,04/22/2025 00:00:00,15.94
id_0,04/23/2025 00:00:00,13.06
id_1,04/23/2025 00:00:00,15.28
id_2,04/23/2025 00:00:00,16.24
id_0,04/24/2025 00:00:00,13.37
id_1,04/24/2025 00:00:00,15.34
id_2,04/24/2025 00:00:00,16.12
id_0,04/25/2025 00:00:00,13.6
id_1,04/25/2025 00:00:00,15.31
id_2,04/25/2025 00:00:00,15.96
id_0,04/28/2025 00:00:00,14.14
id_1,04/28/2025 00:00:00,15.31
id_2,04/28/2025 00:00:00,16.13
id_0,04/29/2025 00:00:00,13.8
id_1,04/29/2025 00:00:00,15.44
id_2,04/29/2025 00:00:00,15.95
id_0,04/30/2025 00:00:00,13.88
id_1,04/30/2025 00:00:00,15.3
id_2,04/30/2025 00:00:00,16.06
id_0,05/01/2025 00:00:00,13.95
id_1,05/01/2025 00:00:00,15.18
id_2,05/01/2025 00:00:00,15.99
id_0,05/02/2025 00:00:00,13.88
id_1,05/02/2025 00:00:00,15.1
id_2,05/02/2025 00:00:00,15.54
id_0,05/05/2025 00:00:00,13.99
id_1,05/05/2025 00:00:00,15.23
id_2,05/05/2025 00:00:00,15.98
id_0,05/06/2025 00:00:00,13.29
id_1,05/06/2025 00:00:00,15.44
id_2,05/06/2025 00:00:00,16.27
id_0,05/07/2025 00:00:00,13.47
id_1,05/07/2025 00:00:00,15.54
id_2,05/07/2025 00:00:00,16.37
id_0,05/08/2025 00:00:00,13.6
id_1,05/08/2025 00:00:00,15.34
id_2,05/08/2025 00:00:00,16.23
id_0,05/09/2025 00:00:00,13.59
id_1,05/09/2025 00:00:00,15.4
id_2,05/09/2025 00:00:00,16.6
id_0,05/12/2025 00:00:00,13.13
id_1,05/12/2025 00:00:00,15.52
id_2,05/12/2025 00:00:00,16.62
id_0,05/13/2025 00:00:00,13.37
id_1,05/13/2025 00:00:00,15.44
id_2,05/13/2025 00:00:00,16.59
id_0,05/14/2025 00:00:00,13.08
id_1,05/14/2025 00:00:00,15.43
id_2,05/14/2025 00:00:00,16.14
id_0,05/15/2025 00:00:00,13.26
id_1,05/15/2025 00:00:00,15.34
id_2,05/15/2025 00:00:00,16.07
id_0,05/16/2025 00:00:00,13.31
id_1,05/16/2025 00:00:00,15.48
id_2,05/16/2025 00:00:00,16.13
id_0,05/19/2025 00:00:00,13.17
id_1,05/19/2025 00:00:00,15.29
id_2,05/19/2025 00:00:00,16.35
id_0,05/20/2025 00:00:00,13.6
id_1,05/20/2025 00:00:00,15.36
id_2,05/20/2025 00:00:00,16.47
id_0,05/21/2025 00:00:00,13.06
id_1,05/21/2025 00:00:00,15.64
id_2,05/21/2025 00:00:00,16.79
id_0,05/22/2025 00:00:00,13.24
id_1,05/22/2025 00:00:00,15.58
id_2,05/22/2025 00:00:00,17.25
id_0,05/23/2025 00:00:00,12.73
id_1,05/23/2025 00:00:00,15.7
id_2,05/23/2025 00:00:00,17.17
id_0,05/26/2025 00:00:00,13.13
id_1,05/26/2025 00:00:00,15.7
id_2,05/26/2025 00:00:00,17.55
id_0,05/27/2025 00:00:00,13.58
id_1,05/27/2025 00:00:00,15.65
id_2,05/27/2025 00:00:00,17.98
id_0,05/28/2025 00:00:00,13.23
id_1,05/28/2025 00:00:00,15.84
id_2,05/28/2025 00:00:00,17.93
id_0,05/29/2025 00:00:00,12.89
id_1,05/29/2025 00:00:00,15.95
id_2,05/29/2025 00:00:00,17.71
id_0,05/30/2025 00:00:00,13.26
id_1,05/30/2025 00:00:00,16.02
id_2,05/30/2025 00:00:00,17.77
id_0,06/02/2025 00:00:00,13.26
id_1,06/02/2025 00:00:00,16.07
id_2,06/02/2025 00:00:00,18.05
id_0,06/03/2025 00:00:00,13.36
id_1,06/03/2025 00:00:00,16.05
id_2,06/03/2025 00:00:00,18.07
id_0,06/04/2025 00:00:00,14.24
id_1,06/04/2025 00:00:00,16.09
id_2,06/04/2025 00:00:00,17.95
id_0,06/05/2025 00:00:00,13.91
id_1,06/05/2025 00:00:00,16.25
id_2,06/05/2025 00:00:00,17.87
id_0,06/06/2025 00:00:00,13.95
id_1,06/06/2025 00:00:00,16.09
id_2,06/06/2025 00:00:00,18.08
id_0,06/09/2025 00:00:00,13.43
id_1,06/09/2025 00:00:00,16.02
id_2,06/09/2025 00:00:00,18.35
id_0,06/10/2025 00:00:00,13.32
id_1,06/10/2025 00:00:00,15.95
id_2,06/10/2025 00:00:00,17.97
id_0,06/11/2025 00:00:00,13.28
id_1,06/11/2025 00:00:00,16.14
id_2,06/11/2025 00:00:00,17.99
id_0,06/12/2025 00:00:00,13.4
id_1,06/12/2025 00:00:00,16.22
id_2,06/12/2025 00:00:00,18.06
id_0,06/13/2025 00:00:00,13.4
id_1,06/13/2025 00:00:00,16.3
id_2,06/13/2025 00:00:00,18.1
id_0,06/16/2025 00:00:00,13.38
id_1,06/16/2025 00:00:00,16.27
id_2,06/16/2025 00:00:00,18.2
id_0,06/17/2025 00:00:00,13.33
id_1,06/17/2025 00:00:00,16.23
id_2,06/17/2025 00:00:00,17.81
id_0,06/18/2025 00:00:00,13.29
id_1,06/18/2025 00:00:00,16.14
id_2,06/18/2025 00:00:00,18.05
id_0,06/19/2025 00:00:00,13.22
id_1,06/19/2025 00:00:00,16.32
id_2,06/19/2025 00:00:00,17.79
id_0,06/20/2025 00:00:00,13.76
id_1,06/20/2025 00:00:00,16.31
id_2,06/20/2025 00:00:00,17.45
id_0,06/23/2025 00:00:00,13.61
id_1,06/23/2025 00:00:00,16.38
id_2,06/23/2025 00:00:00,17.73
id_0,06/24/2025 00:00:00,14.02
id_1,06/24/2025 00:00:00,16.32
id_2,06/24/2025 00:00:00,17.88
id_0,06/25/2025 00:00:00,14.49
id_1,06/25/2025 00:00:00,16.36
id_2,06/25/2025 00:00:00,17.2
id_0,06/26/2025 00:00:00,14.62
id_1,06/26/2025 00:00:00,16.22
id_2,06/26/2025 00:00:00,17.24
id_0,06/27/2025 00:00:00,14.62
id_1,06/27/2025 00:00:00,16.3
id_2,06/27/2025 00:00:00,17.13
id_0,06/30/2025 00:00:00,14.38
id_1,06/30/2025 00:00:00,16.47
id_2,06/30/2025 00:00:00,17.29
id_0,07/01/2025 00:00:00,14.71
id_1,07/01/2025 00:00:00,16.45
id_2,07/01/2025 00:00:00,17.68
id_0,07/02/2025 00:00:00,14.73
id_1,07/02/2025 00:00:00,16.58
id_2,07/02/2025 00:00:00,18.08
id_0,07/03/2025 00:00:00,14.9
id_1,07/03/2025 00:00:00,16.59
id_2,07/03/2025 00:00:00,17.91
id_0,07/04/2025 00:00:00,15.49
id_1,07/04/2025 00:00:00,16.48
id_2,07/04/2025 00:00:00,17.96
id_0,07/07/2025 00:00:00,15.42
id_1,07/07/2025 00:00:00,16.57
id_2,07/07/2025 00:00:00,18.14
id_0,07/08/2025 00:00:00,15.65
id_1,07/08/2025 00:00:00,16.49
id_2,07/08/2025 00:00:00,18.12
id_0,07/09/2025 00:00:00,15.62
id_1,07/09/2025 00:00:00,16.51
id_2,07/09/2025 00:00:00,18.22
id_0,07/10/2025 00:00:00,15.26
id_1,07/10/2025 00:00:00,16.55
id_2,07/10/2025 00:00:00,18.34
id_0,07/11/2025 00:00:00,15.62
id_1,07/11/2025 00:00:00,16.6
id_2,07/11/2025 00:00:00,18.4
id_0,07/14/2025 00:00:00,15.85
id_1,07/14/2025 00:00:00,16.6
id_2,07/14/2025 00:00:00,18.3
id_0,07/15/2025 00:00:00,16.09
id_1,07/15/2025 00:00:00,16.62
id_2,07/15/2025 00:00:00,17.78
id_0,07/16/2025 00:00:00,15.88
id_1,07/16/2025 00:00:00,16.46
id_2,07/16/2025 00:00:00,17.91
id_0,07/17/2025 00:00:00,16.44
id_1,07/17/2025 00:00:00,16.55
id_2,07/17/2025 00:00:00,18.12
id_0,07/18/2025 00:00:00,16.82
id_1,07/18/2025 00:00:00,16.63
id_2,07/18/2025 00:00:00,18.02
id_0,07/21/2025 00:00:00,16.96
id_1,07/21/2025 00:00:00,16.54
id_2,07/21/2025 00:00:00,17.71
id_0,07/22/2025 00:00:00,17.15
id_1,07/22/2025 00:00:00,16.56
id_2,07/22/2025 00:00:00,17.75
id_0,07/23/2025 00:00:00,17.05
id_1,07/23/2025 00:00:00,16.49
id_2,07/23/2025 00:00:00,17.77
id_0,07/24/2025 00:00:00,16.55
id_1,07/24/2025 00:00:00,16.5
id_2,07/24/2025 00:00:00,17.64
id_0,07/25/2025 00:00:00,16.72
id_1,07/25/2025 00:00:00,16.66
id_2,07/25/2025 00:00:00,17.46
id_0,07/28/2025 00:00:00,17.1
id_1,07/28/2025 00:00:00,16.44
id_2,07/28/2025 00:00:00,17.05
id_0,07/29/2025 00:00:00,17.35
id_1,07/29/2025 00:00:00,16.29
id_2,07/29/2025 00:00:00,17.07
id_0,07/30/2025 00:00:00,17.47
id_1,07/30/2025 00:00:00,16.34
id_2,07/30/2025 00:00:00,17.02
id_0,07/31/2025 00:00:00,17.78
id_1,07/31/2025 00:00:00,16.54
id_2,07/31/2025 00:00:00,17.01
id_0,08/01/2025 00:00:00,17.82
id_1,08/01/2025 00:00:00,16.54
id_2,08/01/2025 00:00:00,16.99
id_0,08/04/2025 00:00:00,17.23
id_1,08/04/2025 00:00:00,16.6
id_2,08/04/2025 00:00:00,16.67
id_0,08/05/2025 00:00:00,17.62
id_1,08/05/2025 00:00:00,16.64
id_2,08/05/2025 00:00:00,16.67
id_0,08/06/2025 00:00:00,17.15
id_1,08/06/2025 00:00:00,16.7
id_2,08/06/2025 00:00:00,16.92
